No,학년,이수구분,학수번호,교과목명,학점,이론시간,실습시간,교양영역,강의시간(강의실),분반,담당교수,비고
17,2,1전선,HBKH0048,만화·애니메이션교수학습방법,2,0.5,1.5,,"수8,9(D412)",1,김우중,수강신청 1일차 주전공 외 수강제한
18,2,1전선,HBKJ0043,AI표현기법워크샵,3,1.0,2.0,,"월5,6,7(D414)",1,김성주,수강신청 1일차 주전공 외 수강제한
19,2,1전선,HBKJ0043,AI표현기법워크샵,3,1.0,2.0,,"월8,9,10(D414)",2,김성주,수강신청 1일차 주전공 외 수강제한
20,2,1전선,HBKJ0043,AI표현기법워크샵,3,1.0,2.0,,"화8,9,10(D414)",3,김서윤,수강신청 1일차 주전공 외 수강제한
21,2,1전선,HBKJ0043,AI표현기법워크샵,3,1.0,2.0,,"목1,2,3(D410)",4,최연식,수강신청 1일차 주전공 외 수강제한
22,2,1전선,HBKJ0045,AI 콘텐츠기획&제작,3,1.0,2.0,,"화1,2,3(D412)",1,설지형,디지털만화영상전공
23,2,1전선,HBKJ0045,AI 콘텐츠기획&제작,3,1.0,2.0,,"수5,6,7(D413)",2,설지형,nan
24,2,1전선,HBKJ0074,만화·웹툰그래픽스Ⅱ,3,1.0,2.0,,"수1,2,3(D412)",1,고경일,nan
25,2,1전선,HBKJ0074,만화·웹툰그래픽스Ⅱ,3,1.0,2.0,,"화5,6,7(D414)",2,김서윤,nan
26,2,1전선,HBKJ0074,만화·웹툰그래픽스Ⅱ,3,1.0,2.0,,"월8,9,10(D410)",3,김병수,nan
27,2,1전선,HBKJ0075,캐릭터애니메이션테크닉Ⅱ,3,1.0,2.0,,"월5,6,7(D409)",1,최연식,nan
28,2,1전선,HBKJ0076,AI 애니메이션컨셉아트,3,1.0,2.0,,"월1,2,3(D410)",1,최연식,nan
29,2,1전선,HBKJ0077,게임제작과 컨셉아트,3,1.0,2.0,,"화1,2,3(D409)",1,김치훈,nan
30,3,1전심,HBKJ0019,만화애니메이션워크샵Ⅰ,3,1.0,2.0,,"수8,9,10(D414)",1,김병수,nan
31,3,1전심,HBKJ0019,만화애니메이션워크샵Ⅰ,3,1.0,2.0,,"금1,2,3(D414)",2,박세현,nan
32,3,1전심,HBKJ0019,만화애니메이션워크샵Ⅰ,3,1.0,2.0,,"목5,6,7(D414)",3,장유리,nan
33,3,1전심,HBKJ0050,캐릭터연출워크샵,3,1.0,2.0,,"수5,6,7(D412)",1,고경일,수강신청 1일차 주전공 외 수강제한
34,3,1전심,HBKJ0050,캐릭터연출워크샵,3,1.0,2.0,,"목5,6,7(D411)",2,김성주,수강신청 1일차 주전공 외 수강제한
35,3,1전심,HBKJ0050,캐릭터연출워크샵,3,1.0,2.0,,"월5,6,7(D410)",3,설지형,수강신청 1일차 주전공 외 수강제한
36,3,1전심,HBKJ0051,영상게임디자인,3,1.0,2.0,,"수1,2,3(D409)",1,김치훈,nan
37,3,1전심,HBKJ0109,만화·웹툰작품창작,3,1.0,2.0,,"화1,2,3(D410)",1,강원구,nan
38,3,1전심,HBKJ0109,만화·웹툰작품창작,3,1.0,2.0,,"화5,6,7(D412)",2,강원구,nan
39,3,1전심,HBKJ0112,애니메이션프리프러덕션Ⅱ,3,1.0,2.0,,"수1,2,3(D410)",1,최연식,nan
40,4,1전선,HBKJ0031,만화·애니메이션 교육프로그램 개발,2,0.5,1.5,,"화5,6(D413)",1,김우중,수강신청 1일차 주전공 외 수강제한
41,4,1전심,HBKJ0025,졸업작품Ⅱ,2,0.5,1.5,,"수2,3(D424)",1,설지형,수강신청 1일차 주전공 외 수강제한
42,4,1전심,HBKJ0025,졸업작품Ⅱ,2,0.5,1.5,,"화2,3(D411)",2,김병수,수강신청 1일차 주전공 외 수강제한
43,4,1전심,HBKJ0025,졸업작품Ⅱ,2,0.5,1.5,,"화9,10(D411)",3,김병수,수강신청 1일차 주전공 외 수강제한
44,4,1전심,HBKJ0030,포트폴리오,2,0.5,1.5,,"목2,3(D424)",1,고경일,수강신청 1일차 주전공 외 수강제한
45,4,1전심,HBKJ0030,포트폴리오,2,0.5,1.5,,"화5,6(D411)",2,최연식,수강신청 1일차 주전공 외 수강제한 디지털만화영상전공
46,4,1전심,HBKJ0054,포스트프로덕션,2,0.5,1.5,,"화5,6(D409)",1,김치훈,문화예술경영전공
1,1,1전선,HBKE0009,창조도시와문화재생,3,1.0,2.0,,"수7,8,9(I203)",1,이동수,nan
2,1,1전선,HBKE0041,공연예술경영론,3,3.0,0.0,,"화2,3,4(I109)",1,최현주,nan
3,1,1전선,HBKE0041,공연예술경영론,3,3.0,0.0,,,,nan,2 미정
4,1,1전선,HBKE0054,시각예술경영론,3,3.0,0.0,,"수7,8,9(S210)",1,양현미,nan
5,1,1전선,HBKE0073,전공체험(문화예술경영전공),2,2.0,0.0,,"수1,2,3(S210)",1,"김현수,이동수","주·다·부전공 학생 수강 제한/ 집중이수제(3시간씩, 1~5주차는 이동수 교수님, 6~10주차는 김현수 교수님이 진행함)"
6,2,1전선,HBKE0012,공연장경영,3,1.0,2.0,,"수7,8,9(I304)",1,김현수,nan
7,2,1전선,HBKE0016,문화콘텐츠경영,3,2.0,1.0,,"수4,5,6(S210)",1,양현미,nan
8,2,1전선,HBKE0016,문화콘텐츠경영,3,2.0,1.0,,"월4,5,6(I110)",2,김현수,nan
9,2,1전심,HBKE0049,엔터테인먼트경영,3,2.0,1.0,,"목4,5,6(I306)",1,송진화,nan
10,3,1전선,HBKE0014,문화예술리서치랩: 연구설계와 논문쓰기,3,1.0,2.0,,"화7,8,9(S213)",1,김현수,nan
11,3,1전선,HBKE0056,전시기획실습1(캡스톤디자인),3,0.0,3.0,,"화7,8(L203) 금10(L203)",1,최현주,nan
12,3,1전선,HBKE0063,공연기획실습2(캡스톤디자인),3,0.0,3.0,,"화5,6(S103) 목11(S103)",1,최현주,nan
13,3,1전선,HBKE0063,공연기획실습2(캡스톤디자인),3,0.0,3.0,,,,nan,2 미정
14,3,1전심,HBKE0026,문화법,3,3.0,0.0,,"화4,5,6(S210)",1,양현미,nan
15,3,1전심,HBKE0027,문화예술기획(캡스톤디자인),3,0.0,3.0,,"수4,5,6(A101A)",1,이동수,nan
16,3,1전심,HBKE0027,문화예술기획(캡스톤디자인),3,0.0,3.0,,,,nan,2 미정
17,3,1전심,HBKE0046,문화전략,3,1.0,2.0,,"화1,2,3(S210)",1,이동수,nan
18,3,1전심,HBKE0072,K-콘텐츠디자인,3,2.0,1.0,,"월7,8,9(I109)",1,김현수,nan
19,4,1전심,HBKE0050,한류문화산업,3,2.0,1.0,,"수4,5,6(S104)",1,김영산,nan
20,4,1전심,HBKE0050,한류문화산업,3,2.0,1.0,,,,nan,2 미정 예술대학 예술학부 AI미디어콘텐츠전공
1,1,1전선,HBKI0038,모션그래픽(SW),3,1.0,2.0,,"수1,2,3(D422)",1,조일현,수강신청 1일차 주전공 외 수강제한
2,1,1전선,HBKI0038,모션그래픽(SW),3,1.0,2.0,,"수5,6,7(D422)",2,조일현,수강신청 1일차 주전공 외 수강제한
3,1,1전선,HBKI0046,게임디자인,3,1.0,2.0,,"월6,7,8(D423)",1,은광하,수강신청 1일차 주전공 외 수강제한
4,1,1전선,HBKI0046,게임디자인,3,1.0,2.0,,"수5,6,7(D421)",2,은광하,수강신청 1일차 주전공 외 수강제한
5,1,1전선,HBKI0056,AI와예술,3,0.0,3.0,,"월2,3,4(D421)",1,허영,수강신청 1일차 주전공 외 수강제한
6,1,1전선,HBKI0056,AI와예술,3,0.0,3.0,,"화1,2,3(D421)",2,허영,수강신청 1일차 주전공 외 수강제한
7,1,1전선,HBKI0066,3D컴퓨터그래픽스Ⅰ(SW),3,1.0,2.0,,"목1,2,3(D422)",1,김우상,수강신청 1일차 주전공 외 수강제한
8,1,1전선,HBKI0066,3D컴퓨터그래픽스Ⅰ(SW),3,1.0,2.0,,"목5,6,7(D422)",2,김우상,수강신청 1일차 주전공 외 수강제한
9,1,1전선,HBKI0071,전공체험(AI미디어콘텐츠전공),2,2.0,0.0,,"화7,8,9(D421)",1,은광하,주·다·부전공 학생 수강 제한/ 집중이수제(1~10주차 3시간씩 수업)
10,1,1전선,HBKI0072,AI디자인방법론,3,1.0,2.0,,"금1,2,3(D421)",1,곽효정,수강신청 1일차 주전공 외 수강제한
11,1,1전선,HBKI0072,AI디자인방법론,3,1.0,2.0,,"금5,6,7(D421)",2,곽효정,수강신청 1일차 주전공 외 수강제한
12,2,1전선,HBKI0008,AI캐릭터콘텐츠디자인(PBL),3,1.0,2.0,,"월6,7,8(D421)",1,허영,수강신청 1일차 주전공 외 수강제한
13,2,1전선,HBKI0011,영상콘텐츠(PBL),3,1.0,2.0,,"화1,2,3(D423)",1,간영훈,수강신청 1일차 주전공 외 수강제한
14,2,1전선,HBKI0018,AI인터랙션디자인(PBL),3,1.0,2.0,,"수1,2,3(D423)",1,허영,수강신청 1일차 주전공 외 수강제한
15,2,1전선,HBKI0059,3D컴퓨터그래픽스Ⅲ(SW),3,1.0,2.0,,"목5,6,7(S211)",1,조일현,수강신청 1일차 주전공 외 수강제한
16,2,1전선,HBKI0059,3D컴퓨터그래픽스Ⅲ(SW),3,1.0,2.0,,"화5,6,7(D422)",2,이승엽,수강신청 1일차 주전공 외 수강제한
17,2,1전선,HBKI0060,GUI디자인(PBL),3,1.0,2.0,,"목1,2,3(D423)",1,은광하,수강신청 1일차 주전공 외 수강제한
18,3,1전선,HBOA0032,영상이펙트디자인1,3,0.0,3.0,,"금1,2,3(D422)",1,문준석,수강신청 1일차 주전공 외 수강제한
19,3,1전심,HBKI0017,XR게임프로젝트(캡스톤디자인),3,1.0,2.0,,"수1,2,3(D421)",1,은광하,수강신청 1일차 주전공 외 수강제한
20,3,1전심,HBKI0067,AI융합실감콘텐츠프로젝트(캡스 톤디자인),3,1.0,2.0,,"목5,6,7(D421)",1,허영,수강신청 1일차 주전공 외 수강제한 예술대학 예술학부 AI미디어콘텐츠전공
21,4,1전심,HBKI0048,AI미디어콘텐츠포트폴리오(캡스 톤디자인),3,0.0,3.0,,"화1,2,3(I208)",1,은광하,수강신청 1일차 주전공 외 수강제한
22,4,1전심,HBKI0048,AI미디어콘텐츠포트폴리오(캡스 톤디자인),3,0.0,3.0,,"화6,7,8(D423)",2,조일현,수강신청 1일차 주전공 외 수강제한
23,4,1전심,HBKI0051,3D그래픽실무,3,1.0,2.0,,"월6,7,8(D422)",1,조일현,수강신청 1일차 주전공 외 수강제한 예술대학 스토리텔링연계전공
1,전체,1전선,HBCF0002,스토리텔링워크숍 Ⅱ,3,1.0,2.0,,"월4,5,6(I111)",1,주소형,nan
2,전체,1전선,HBHA2192,한국현대시의이해,3,3.0,0.0,,"수5,6,7(E502)",1,김지윤,nan
3,전체,1전선,HBHA3011,한국현대소설의이해,3,3.0,0.0,,"월5,6,7(E502)",1,김한식,nan
4,전체,1전선,HBHA3241,한국고전서사와문화콘텐츠,3,3.0,0.0,,"수6,7,8(I110)",1,이희영,nan
5,전체,1전선,HBHA3272,한국문학과세계문학,3,3.0,0.0,,"목1,2,3(I110)",1,김한식,nan
6,전체,1전선,HBHA4382,문예창작실습,2,0.0,2.0,,"수3,4(E106)",1,김지윤,nan
7,전체,1전선,HBIH2072,희곡분석,3,1.0,2.0,,"화4,5,6(I106)",1,주소형,수강신청 1일차 주전공 외 수강제한
8,전체,1전선,HBIH2072,희곡분석,3,1.0,2.0,,"화8,9,10(I106)",2,주소형,수강신청 1일차 주전공 외 수강제한
9,전체,1전선,HBIH4530,서양연극사Ⅱ,3,1.0,2.0,,"목4,5,6(S210)",1,주소형,수강신청 1일차 주전공 외 수강제한
10,전체,1전선,HBIH4530,서양연극사Ⅱ,3,1.0,2.0,,"목7,8,9(S210)",2,주소형,수강신청 1일차 주전공 외 수강제한
11,전체,1전선,HBIH4561,극작Ⅱ,3,0.0,3.0,,"목1,2,3(S210)",1,윤기훈,nan
1,3,1전선,HBCD0004,취업과창업(융합기술대학),1,1.0,0.0,,토11(Y103),1,강현경,nan
1,1,1전선,HBJE1112,위험관리론,3,3.0,0.0,,"월4,5,6(I112)",1,김재현,nan
2,1,1전선,HBJE1112,위험관리론,3,3.0,0.0,,"화4,5,6(I112)",2,김재현,nan
3,1,1전선,HBJE4475,회계원리,3,3.0,0.0,,"화1,2,3(I311)",1,오동일,nan
4,2,1전선,HBJE2161,경영통계학,3,2.0,1.0,,"월1,2,3(I112)",1,이경희,nan
5,2,1전선,HBJE3282,투자론,3,3.0,0.0,,"화2,3,4(L404)",1,김수은,nan
6,3,1전선,HBJE4301,금융상품론,3,3.0,0.0,,"목2,3,4(L404)",1,김수은,nan
7,3,1전선,HBJE4355,관리회계,3,3.0,0.0,,"화5,6,7(I111)",1,오동일,nan
8,3,1전선,HBJE4360,연금론,3,3.0,0.0,,"수4,5,6(I112)",1,김재현,nan
9,3,1전심,HBJE3022,손해사정이론,3,3.0,0.0,,"수1,2,3(I112)",1,손정현,nan
10,3,1전심,HBJE4482,재무설계II,3,3.0,0.0,,"월4,5,6(I109)",1,이경희,nan
11,4,1전선,HBJE4500,디지털마케팅(캡스톤디자인),3,3.0,0.0,,"수4,5,6(I203)",1,최신혜,nan
12,4,1전심,HBJE2233,경영전략론,3,3.0,0.0,,"목5,6,7(L404)",1,김수은,nan
13,4,1전심,HBJE3032,경영프로젝트(캡스톤디자인),3,3.0,0.0,,"화1,2,3(I105)",1,이경희,nan
14,4,1전심,HBJE4032,금융경영세미나(캡스톤디자인),3,3.0,0.0,,"월4,5,6(I208)",1,안현주,nan
1,1,1전선,HBJB2011,그린환경식물학및실습,3,1.0,2.0,,"수1,2,3(B307)",1,강현경,수강신청 1일차 주전공 외 수강제한
2,1,1전선,HBJB2011,그린환경식물학및실습,3,1.0,2.0,,"수7,8,9(B307)",2,강현경,수강신청 1일차 주전공 외 수강제한
3,1,1전선,HBJB4380,디지털설계(CAD),3,1.0,2.0,,"화6,7(B307) 화0(Y101)",1,"김태한,이재영","b러닝, 수강신청 1일차 주전공 외 수강제한"
4,1,1전선,HBJB4380,디지털설계(CAD),3,1.0,2.0,,"화2,3(B306) 화0(Z101)",2,"김태한,이재영","b러닝, 수강신청 1일차 주전공 외 수강제한"
5,1,1전선,HBJB4478,전공체험(그린스마트시티학과),2,2.0,0.0,,"월7,8,9(I107)",1,강현경,"주·다·부전공 학생 수강 제한/ 고사미실시, 집중이수제(1~10주차 3시간씩 수업)"
6,2,1전선,HBJB4456,공간환경계획설계,3,1.0,2.0,,"월5,6,7(A102)",1,조미경,수강신청 1일차 주전공 외 수강제한
7,2,1전선,HBJB4457,도시문화와예술사II,3,2.0,1.0,,"월1,2,3(E106)",1,정용조,수강신청 1일차 주전공 외 수강제한
8,2,1전선,HBJB4475,스마트에코빌딩디자인(PBL),3,1.0,2.0,,"수5,6,7(B306)",1,이재영,수강신청 1일차 주전공 외 수강제한
9,2,1전선,HBJB4477,스마트에코도시학,3,1.0,2.0,,"수1,2,3(B306)",1,조미경,수강신청 1일차 주전공 외 수강제한
10,2,1전심,HBJB4455,디지털설계스튜디오II(스마트공 원)(PBL),3,1.0,2.0,,"화5,6,7(A102)",1,백승준,수강신청 1일차 주전공 외 수강제한
11,2,1전심,HBJB4458,디지털시공구조학및재료학,3,1.0,2.0,,"화1,2,3(B307)",1,정용조,수강신청 1일차 주전공 외 수강제한
12,3,1전선,HBJB4474,원격탐사-정보데이터 실습,3,1.0,2.0,,"화1,2,3(A102)",1,손승우,수강신청 1일차 주전공 외 수강제한
13,3,1전심,HBJB4462,에코시스템 디자인과 생태공학,3,1.0,2.0,,"수1,2,3(A102)",1,백승준,수강신청 1일차 주전공 외 수강제한
14,3,1전심,HBJB4466,AI식재설계및실습,3,1.0,2.0,,"목5,6,7(B307)",1,강현경,수강신청 1일차 주전공 외 수강제한
15,3,1전심,HBJB4467,디지털설계스튜디오IV(CCS스마 트도시계획(캡스톤디자인)),3,1.0,2.0,,"월5,6,7(B306)",1,김태한,수강신청 1일차 주전공 외 수강제한
16,3,1전심,HBOA1031,그린스마트데이터솔루션 워크숍(캡스톤디자인),3,1.0,2.0,,"화5,6,7(B306)",1,조미경,수강신청 1일차 주전공 외 수강제한
17,4,1전심,HBJB4470,지속가능발전과그린스마트시티,3,2.0,1.0,,"수8,9,10(I107)",1,이은석,수강신청 1일차 주전공 외 수강제한
1,1,1전선,HBJU0028,생리학,3,3.0,0.0,,"수7,8,9(B404)",1,이희주,nan
2,1,1전선,HBJU0029,인간성장과발달,2,2.0,0.0,,"월7,8(A303)",1,이한주,nan
3,1,1전선,HBJU0086,생명윤리,2,2.0,0.0,,"월2,3(B404)",1,현주은,nan
4,1,1전선,HBJU0088,미생물과감염관리,2,2.0,0.0,,"화3,4(B405)",1,문지현,nan
5,2,1전선,HBJU0041,간호연구,2,2.0,0.0,,"화6,7(A303)",1,이한주,nan
6,2,1전선,HBJU0055,다문화이해와 가족건강,2,2.0,0.0,,"목2,3(A303)",1,김지연,nan
7,2,1전심,HBJU0030,간호과정,2,2.0,0.0,,"수2,3(A303)",1,이정숙,nan
8,2,1전심,HBJU0031,기본간호학및실습2,2,1.0,2.0,,"월1,2,3(B103)",1,채현주,nan
9,2,1전심,HBJU0031,기본간호학및실습2,2,1.0,2.0,,"월5,6,7(B103)",2,채현주,nan
10,2,1전심,HBJU0031,기본간호학및실습2,2,1.0,2.0,,"목1,2,3(B103)",3,채현주,nan
11,2,1전심,HBJU0031,기본간호학및실습2,2,1.0,2.0,,"목5,6,7(B103)",4,채현주,nan
12,2,1전심,HBJU0033,성인간호학1,2,2.0,0.0,,"수5,6(B404)",1,윤미라,nan
13,2,1전심,HBJU0077,성인간호학2,2,2.0,0.0,,"화3,4(B404)",1,이희주,nan
14,3,1전선,HBJU0089,종양간호와 호스피스,2,2.0,0.0,,"월6,7,8(B404)",1,윤미라,"집중이수제(1~5주차, 10~14주차 3시간씩 수업)"
15,3,1전심,HBJU0015,아동간호학2,2,2.0,0.0,,"목1,2(B404)",1,홍금란,"목 1-3, 10주 수업(1~6주차, 11~14주차 3시간씩 수업)"
16,3,1전심,HBJU0035,임상추론2(PBL),2,2.0,0.0,,"목5,6(B102)",1,"김지연,홍금란","목 5-7, 10주 수업(1~6주차, 11~14주차 3시간씩 수업)"
17,3,1전심,HBJU0035,임상추론2(PBL),2,2.0,0.0,,"목5,6(B401)",2,"김지연,홍금란","목 5-7, 10주 수업(1~6주차, 11~14주차 3시간씩 수업)"
18,3,1전심,HBJU0037,지역사회간호학2,2,2.0,0.0,,"수2,3,4(B404)",1,문지현,"집중이수제(1~6주차, 11~14주차 3시간씩 수업)"
19,3,1전심,HBJU0038,성인간호실습3,4,0.0,12.0,,"화10,11,12(A303) 목10,11,12(A303) 금1,2,3,4,5,6(A303)",1,"문지현,이은주,이희주",임상실습(학교 밖 수업)
20,3,1전심,HBJU0039,지역사회실습,2,0.0,6.0,,"금7,8,9,10,11,12(A303)",1,"문지현,이한주",임상실습(학교 밖 수업)
21,3,1전심,HBJU0080,정신간호학1,2,2.0,0.0,,"월2,3,4(A303)",1,이정숙,"집중이수제(1~5주차, 10~14주차 3시간씩 수업)"
22,3,1전심,HBJU0081,여성건강간호학2,2,2.0,0.0,,"화5,6,7(B405)",1,이광옥,"집중이수제(1~6주차, 11~14주차 3시간씩 수업)"
23,4,1전선,HBJU0091,글로벌간호,2,2.0,0.0,,"금7,8,9(B404)",1,채현주,"집중이수제(6~15주차, 3시간씩 수업)"
24,4,1전선,HBJU0100,마음건강 간호중재,2,2.0,0.0,,"목2,3,4(B405)",1,윤미라,"집중이수제(6~15주차, 3시간씩 수업)"
25,4,1전심,HBJU0042,법과정책,2,2.0,0.0,,"목6,7,8(A303)",1,이한주,"집중이수제(6~15주차, 3시간씩 수업)"
26,4,1전심,HBJU0043,정신간호실습,2,0.0,6.0,,"목10,11,12(B404) 금10,11,12(B404)",1,이정숙,임상실습(학교 밖 수업)
27,4,1전심,HBJU0044,간호관리실습,2,0.0,6.0,,"수10,11,12(B404) 금1,2,3(B404)",1,현주은,임상실습(학교 밖 수업)
28,4,1전심,HBJU0052,종합실습(PBL),1,0.0,2.0,,"화1,2(B103)",1,박은영,"화1-3, 10주 수업(6~15주차, 3시간씩 수업)"
29,4,1전심,HBJU0052,종합실습(PBL),1,0.0,2.0,,"수1,2,3(B103)",2,채현주,"집중이수제(6~15주차, 3시간씩 수업)"
30,4,1전심,HBJU0052,종합실습(PBL),1,0.0,2.0,,"수4,5(B103)",3,김지연,"수 4-6, 10주 수업(6~15주차, 3시간씩 수업)"
31,4,1전심,HBJU0052,종합실습(PBL),1,0.0,2.0,,"수7,8(B103)",4,김지연,"수 7-9, 10주 수업(6~15주차, 3시간씩 수업)"
32,4,1전심,HBJU0054,간호관리학2,2,2.0,0.0,,"화5,6,7(B404)",1,현주은,"집중이수제(6~15주차, 3시간씩 수업)"
33,4,1전심,HBJU0083,성인간호실습4,2,0.0,6.0,,"화10,11,12(B404) 금4,5,6(B404)",1,"박은영,윤미라",임상실습(학교 밖 수업)
1,1,1전선,HBJS0101,스포츠이슈,2,2.0,0.0,,"목1,2(K315)",1,한수진,nan
2,2,1전선,HBJS0025,웨이트트레이닝응용,2,0.0,2.0,,"화1,2(K212)",1,이형국,nan
3,2,1전선,HBJS0025,웨이트트레이닝응용,2,0.0,2.0,,"수1,2(K212)",2,이형국,nan
4,2,1전선,HBJS0071,여가경영,2,2.0,0.0,,"월3,4(K315)",1,김동아,nan
5,2,1전선,HBJS0080,배드민턴,2,0.0,2.0,,"화5,6(S326)",1,이동현,nan
6,2,1전선,HBJS0080,배드민턴,2,0.0,2.0,,"수7,8(S326)",2,이동현,nan
7,2,1전선,HBJS0100,스포츠ICT,2,0.0,2.0,,"화5,6(K321)",1,이형국,nan
8,2,1전선,HBJS0100,스포츠ICT,2,0.0,2.0,,"수5,6(K321)",2,이형국,nan
9,2,1전선,HBJS0105,스포츠산업통계및실습,2,2.0,0.0,,"수3,4(I107)",1,이희화,nan
10,2,1전선,HBJT0011,검도Ⅱ,2,0.0,2.0,,"월3,4(K312)",1,이정학,수강신청 1일차 주전공 외 수강제한
11,2,1전선,HBJT0012,태권도Ⅱ,2,0.0,2.0,,"목3,4(K312)",1,신제민,수강신청 1일차 주전공 외 수강제한
12,2,1전선,HBJT0013,스키,2,0.0,2.0,,"금3,4(K315)",1,신제민,수강신청 1일차 주전공 외 수강제한
13,2,1전선,HBJT0016,골프Ⅰ,2,0.0,2.0,,"월5,6(S326)",1,이정학,수강신청 1일차 주전공 외 수강제한
14,2,1전선,HBJT0017,테니스Ⅱ,2,0.0,2.0,,"화3,4(T123)",1,황종문,수강신청 1일차 주전공 외 수강제한
15,2,1전선,HBJT0024,웨이트트레이닝,2,0.0,2.0,,"수5,6(K212) 수5,6(K218)",1,황종문,수강신청 1일차 주전공 외 수강제한
16,2,1전선,HBJT0026,야외활동,2,0.0,2.0,,"목3,4(K220)",1,황종문,수강신청 1일차 주전공 외 수강제한
17,2,1전선,HBJT0063,건강교육실습론(PBL),2,0.8,1.2,,"수1,2(K213)",1,황종문,수강신청 1일차 주전공 외 수강제한
18,2,1전심,HBJS0037,스포츠마케팅론,2,2.0,0.0,,"수5,6(K315)",1,이희화,nan
19,2,1전심,HBJS0074,스포츠멘탈헬스케어,2,2.0,0.0,,"수3,4(K315)",1,이동현,nan
20,2,1전심,HBJS0114,스포츠투어리즘,2,2.0,0.0,,"목3,4(K218)",1,한수진,nan
21,3,1전선,HBJS0040,필라테스,2,0.0,2.0,,"수3,4(K301)",1,김동아,nan
22,3,1전선,HBJS0040,필라테스,2,0.0,2.0,,"수5,6(K301)",2,김동아,nan
23,3,1전선,HBJS0053,스포츠경기분석학,2,2.0,0.0,,"월5,6(K315)",1,이희화,nan
24,3,1전선,HBJS0068,스포츠클리닉측정,2,0.0,2.0,,"화3,4(K321)",1,이형국,nan
25,3,1전선,HBJS0068,스포츠클리닉측정,2,0.0,2.0,,"수3,4(K321)",2,이형국,nan
26,3,1전선,HBJS0116,골프매니지먼트Ⅱ,2,0.0,2.0,,"화1,2(S326)",1,강명수,nan
27,3,1전선,HBJS0117,웰니스스포츠,2,0.0,2.0,,"월5,6(K220)",1,이형국,nan
28,3,1전선,HBJT0028,스노우보드,2,0.0,2.0,,"금3,4(K218)",1,최석환,수강신청 1일차 주전공 외 수강제한
29,3,1전심,HBJS0029,스포츠와사회환경,2,2.0,0.0,,"월7,8(K315)",1,김동아,nan
30,3,1전심,HBJS0073,스포츠소비자행동론,2,2.0,0.0,,"화3,4(K315)",1,이동현,nan
31,3,1전심,HBJS0076,스포츠파이낸싱(PBL),2,2.0,0.0,,"수7,8(K315)",1,정동화,nan
32,3,1전심,HBJS0107,스포츠문화의이해,2,2.0,0.0,,"목3,4(K321)",1,이희화,nan
33,3,1전심,HBJT0038,측정평가,2,0.5,1.5,,"수3,4(K220)",1,신제민,수강신청 1일차 주전공 외 수강제한
34,3,1전심,HBJT0041,운동처방론(캡스톤디자인),2,0.8,1.2,,"월3,4(K213) 월3,4(K218)",1,황종문,수강신청 1일차 주전공 외 수강제한
35,3,1전심,HBJT0043,운동재활Ⅱ,2,0.0,2.0,,"수1,2(K218)",1,국윤진,수강신청 1일차 주전공 외 수강제한
36,4,1전선,HBJS0046,야영과리더십,2,0.0,2.0,,"목3,4(K201)",1,이동현,nan
37,4,1전선,HBJS0046,야영과리더십,2,0.0,2.0,,"목7,8(K218)",2,이희화,nan
38,4,1전선,HBJT0034,스포츠사회학,2,1.0,1.0,,"수7,8(K321)",1,최석환,수강신청 1일차 주전공 외 수강제한
39,4,1전선,HBJT0050,스포츠마사지/테이핑,2,0.0,2.0,,"수3,4(K201)",1,국윤진,수강신청 1일차 주전공 외 수강제한
40,4,1전심,HBJT0048,인라인,2,0.0,2.0,,"화3,4(K312)",1,신제민,수강신청 1일차 주전공 외 수강제한
41,4,1전심,HBJT0066,AI스포츠프로젝트관리,2,0.0,2.0,,"금7,8(K220)",1,이정학,수강신청 1일차 주전공 외 수강제한
42,4,1전심,HBJT0072,졸업실기,1,0.0,1.0,,화9(K101) 화9(K212),1,신제민,융합기술대학 글로벌마케팅융합전공
1,3,1전선,HBHF3041,중국엔터테크산업의이해,3,3.0,0.0,,"화2,3,4(E106)",1,최명숙,nan
2,3,1전심,HBHB4541,글로벌 문화마케팅과 MICE 산업,3,2.0,1.0,,"수2,3,4(E503)",1,조순정,nan
3,전체,1전선,HBHE4368,독일어권기업문화론(캡스톤디자 인),3,3.0,0.0,,"목6,7,8(E201)",1,박정희,nan
4,전체,1전선,HBHF4367,현대중국사회의이해,3,3.0,0.0,,"목6,7,8(E501)",1,윤태희,nan
5,전체,1전선,HBHG4419,러시아·중앙아시아시장과기업문 화(PBL),3,1.5,1.5,,"목6,7,8(E204)",1,한만춘,nan
6,전체,1전선,HBJE4475,회계원리,3,3.0,0.0,,"화1,2,3(I311)",1,오동일,nan
7,전체,1전선,HBJE4500,디지털마케팅(캡스톤디자인),3,3.0,0.0,,"수4,5,6(I203)",1,최신혜,nan
8,전체,1전선,HBJP2161,디지털마케팅애널리틱스,3,1.0,2.0,,"화2,3,4(I820)",1,김길환,nan
9,전체,1전선,HBJP2161,디지털마케팅애널리틱스,3,1.0,2.0,,"화11,12,13(I820)",2,김길환,재직자전형분반
10,전체,1전선,HBWA0005,소비자행동,3,3.0,0.0,,"목5,6,7(I112)",1,최신혜,nan
11,전체,1전선,HBWA0006,마케팅리서치,3,3.0,0.0,,"목2,3,4(I112)",1,최신혜,nan
1,1,1전선,HBJA4439,일반생물학,3,3.0,0.0,,"수1,2,3(N204)",1,박진희,nan
2,1,1전선,HBJA4446,유기화학,3,3.0,0.0,,"금5,6,7(N204)",1,박진희,nan
